,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Current Description,Wind Speed
1052,Mazatan,MX,14.8667,-92.45,74.77,89,97,overcast clouds,4.76
1053,Suntar,RU,62.1444,117.6319,60.64,56,100,overcast clouds,5.93
1054,Sarangani,PH,5.4033,125.4636,80.94,79,100,overcast clouds,15.21
1055,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,93,75,light rain,5.75
1056,Baglung,NP,28.2719,83.5898,83.32,62,100,moderate rain,3.71
1057,Loa Janan,ID,-0.583,117.095,81.9,72,100,overcast clouds,1.66
1058,Tenkasi,IN,8.956,77.3058,82.0,69,100,overcast clouds,12.17
1059,Salekhard,RU,66.53,66.6019,78.46,49,59,broken clouds,13.47
1060,Anamur,TR,36.0751,32.8369,84.25,65,4,clear sky,7.2
1061,Rancharia,BR,-22.2292,-50.8931,65.66,67,97,light rain,2.24
1062,Novyy Rogachik,RU,48.6768,44.0608,83.3,21,22,few clouds,14.99
1063,Sayansk,RU,54.1088,102.1648,63.97,46,71,broken clouds,9.75
1064,Antalaha,MG,-14.9003,50.2788,73.36,60,1,clear sky,7.38
1065,Spasskoye,RU,44.6108,132.7969,82.02,76,93,moderate rain,6.96
1066,Antas,PT,41.7364,-8.3089,63.01,78,0,clear sky,2.57
1067,Coolum Beach,AU,-26.5333,153.1,69.33,53,0,clear sky,4.09
1068,Santa Rosa,PH,14.3122,121.1114,89.58,92,100,overcast clouds,3.78
1069,Klyuchi,RU,52.2667,79.1667,80.58,27,7,clear sky,5.64
1070,Badarpur,IN,24.9,92.6,92.35,66,15,few clouds,3.02
1071,El Negrito,HN,15.3167,-87.7,74.64,98,98,overcast clouds,2.01
1072,Hereford,GB,52.0568,-2.7148,57.02,86,43,scattered clouds,2.06
1073,Mirandola,IT,44.8868,11.0662,75.63,89,82,broken clouds,8.77
1074,Buford,US,34.1207,-84.0043,73.72,92,0,clear sky,0.0
1075,Brokopondo,SR,4.75,-55.1667,75.74,89,49,scattered clouds,7.23
1076,Kuhdasht,IR,33.535,47.6061,96.35,18,0,clear sky,3.85
1077,Mokhsogollokh,RU,61.4681,128.9203,53.51,83,100,overcast clouds,10.6
1078,Altamont,US,42.2068,-121.7372,75.04,46,0,clear sky,3.44
1079,Marsh Harbour,BS,26.5412,-77.0636,83.03,72,3,clear sky,16.42
1080,Pergamino,AR,-33.89,-60.5736,46.9,80,95,overcast clouds,5.99
1081,Kizner,RU,56.2749,51.508,79.5,53,12,few clouds,2.04
1082,Baltiysk,RU,54.6538,19.911,63.97,65,45,scattered clouds,12.68
1083,Sakaiminato,JP,35.55,133.2333,93.18,62,20,few clouds,8.05
1084,Smoky Lake,CA,54.1169,-112.4686,59.72,77,100,overcast clouds,3.44
1085,Lieksa,FI,63.3167,30.0167,57.06,75,82,broken clouds,17.49
1086,Verkhnevilyuysk,RU,63.4453,120.3167,54.61,92,100,light rain,1.57
1087,Taylorville,US,39.5489,-89.2945,80.78,89,0,clear sky,6.91
1088,Minot,US,48.2325,-101.2963,57.42,72,0,clear sky,0.0
1089,Rajapur,IN,25.3833,81.15,96.91,47,95,overcast clouds,12.39
1090,Pakokku,MM,21.3333,95.1,92.44,49,82,broken clouds,2.01
1091,San Carlos De Bariloche,AR,-41.1456,-71.3082,33.24,93,75,light snow,6.91
1092,Seydi,TM,39.4816,62.9137,95.31,16,7,clear sky,9.46
1093,Biu,NG,10.6129,12.1946,69.37,90,100,overcast clouds,7.99
1094,Dabakala,CI,8.3667,-4.4333,66.7,93,5,clear sky,3.98
1095,Pontal Do Parana,BR,-25.6533,-48.5128,62.2,95,100,moderate rain,5.99
1096,Kasulu,TZ,-4.5767,30.1025,69.13,42,45,scattered clouds,10.94
1097,Linxia,CN,35.6003,103.2064,90.01,35,79,broken clouds,6.13
1098,Guiglo,CI,6.5456,-7.4966,65.03,99,24,few clouds,2.08
1099,Acarau,BR,-2.8856,-40.12,75.63,90,5,clear sky,13.4
1100,Minusio,CH,46.1777,8.8147,70.84,96,75,broken clouds,0.0
1101,Abomey,BJ,7.1829,1.9912,67.68,95,12,few clouds,4.63
1102,Caraballeda,VE,10.6112,-66.8522,77.07,69,75,broken clouds,0.0
1103,Moyale,KE,3.5167,39.0584,66.22,48,76,broken clouds,14.92
1104,Yaan,NG,7.3833,8.5667,70.68,96,87,overcast clouds,4.61
1105,Ussel,FR,45.55,2.3167,58.44,71,0,clear sky,5.57
1106,Novocheremshansk,RU,54.3571,50.1666,79.07,45,14,few clouds,4.43
1107,Kodinsk,RU,58.6881,99.1844,71.15,45,97,overcast clouds,13.44
1108,Ati,TD,13.2154,18.3353,77.74,77,100,overcast clouds,11.83
1109,Diebougou,BF,10.9667,-3.25,71.26,82,17,few clouds,4.25
1110,Iquitos,PE,-3.7481,-73.2472,71.64,100,40,scattered clouds,1.14
1111,Hurghada,EG,27.2574,33.8129,88.0,43,77,broken clouds,22.26
1112,Kochki,RU,54.3358,80.4806,78.64,40,31,scattered clouds,5.64
1113,Cabra,ES,37.4725,-4.4421,68.79,62,0,clear sky,1.16
1114,College,US,64.8569,-147.8028,53.58,90,75,moderate rain,11.5
1115,Lima,PE,-12.0432,-77.0282,57.45,82,100,overcast clouds,8.05
